,mean_coverage,pct75_coverage,robustness
single,0.1975436963323659,3.488372093023256,0.0
topk,0.37333374622178117,13.953488372093023,0.29047729766605057
random,0.24417715970061296,2.3255813953488373,
greedy,0.5958702916549051,46.51162790697674,0.32554143474668096
