,accuracy,roc_auc,pr_auc,f1,mcc,roc_std,pr_std,n_folds
Best model (CV),0.8594395374340649,0.9038562475682012,0.9174458613804176,0.8504518407065957,0.6157370445080048,0.15184922825971156,0.20517983705126755,54.0
